car_name,model_year,present_price,km_driven,seller_type,fuel_type,transmission_type,ownsership,selling_price
Audi A6,2004,2550000,110000,Dealer,Diesel,Automatic,,1000000
Maruti Swift Dzire,2022,5300000,80000,Dealer,Petrol,Manual,,325000
Hyundai i20,2011,2850000,50000,Individual,Petrol,Manual,,540000
Hyundai Creta,2018,1235000,45000,Dealer,Petrol,Automatic,,1175000
Maruti Wagon R,2016,2520000,60000,Individual,Petrol,Manual,,350000
Hyundai i20,2008,520000,77000,Dealer,Petrol,Manual,,300000
Hyundai i20,1993,1725000,33000,Individual,Petrol,Manual,,325000
Mahindra XUV500,2010,1395000,57000,Individual,Diesel,Manual,,925000
Skoda Superb,2021,890000,59000,Dealer,Diesel,Automatic,,1245000
Tata Safari,2022,2700000,120000,Individual,Diesel,Manual,,600000
Hyundai i10,2003,980000,120000,Individual,Petrol,Manual,,150000
Maruti Ciaz,2014,1740000,43612,Dealer,Petrol,Manual,,555000
BMW 3,2016,1095000,37000,Dealer,Diesel,Automatic,,1950000
Hyundai i20,2016,215000,49000,Dealer,Diesel,Manual,,840000
Maruti Ertiga,2009,1300000,43000,Dealer,CNG,Manual,,775000
Honda City,2011,4775000,63000,Dealer,Petrol,Manual,,275000
Maruti Ertiga,2020,800000,78000,Dealer,CNG,Manual,,825000
Honda City,2016,2350000,19900,Dealer,Petrol,Manual,,950000
Maruti Baleno,2011,1825000,47000,Dealer,Petrol,Manual,,570000
Maruti Wagon R,2008,3350000,75000,Dealer,CNG,Manual,,275000
Tata Tiago,2006,1850000,30000,Individual,Petrol,Manual,,450000
Honda City,2022,9800000,75000,Dealer,Petrol,Manual,,190000
Toyota Camry,2016,545000,65300,Dealer,Petrol,Automatic,,1471000
Tata Tiago,2016,1040000,35000,Individual,Petrol,Manual,,490000
Ford Figo,2017,2650000,145000,Individual,Diesel,Manual,,400000
Honda City,2013,1750000,30000,Dealer,Petrol,Manual,,510000
Maruti Alto,2018,950000,45000,Individual,Petrol,Manual,,250000
Volkswagen Polo,2017,950000,14000,Dealer,Petrol,Manual,,655000
Renault KWID,2018,1675000,15000,Individual,Petrol,Manual,,350000
Renault KWID,2018,1060000,16000,Individual,Petrol,Manual,,315000
Hyundai Grand,2006,1525000,20000,Dealer,Diesel,Manual,,500000
Maruti Swift Dzire,2014,1240000,64000,Dealer,Diesel,Manual,,545000
Maruti Ertiga,2019,1100000,67000,Dealer,Diesel,Manual,,625000
Honda Jazz,1998,3240000,10000,Individual,Petrol,Manual,,500000
Honda City,2017,810000,70000,Dealer,Diesel,Manual,,540000
Hyundai i20,2019,1705000,50507,Dealer,Petrol,Manual,,650000
Audi A6,2016,1550000,27000,Dealer,Diesel,Automatic,,2600000
Honda City,2023,1820000,73000,Dealer,Diesel,Manual,,625000
Maruti Alto,2017,750000,60000,Individual,Petrol,Manual,,125000
Maruti Wagon R,2019,2400000,83000,Dealer,Petrol,Manual,,335000
Maruti Wagon R,2011,1375000,40000,Individual,Petrol,Manual,,350000
Hyundai Grand,2019,1230000,32212,Dealer,Petrol,Manual,,500000
Hyundai Creta,2019,2125000,24000,Dealer,Diesel,Automatic,,1350000
Maruti Swift,2013,4150000,70000,Dealer,Petrol,Manual,,325000
Maruti Swift Dzire,2022,1650000,124000,Dealer,Diesel,Manual,,590000
Hyundai i20,1999,1475000,36000,Dealer,Petrol,Manual,,385000
Maruti Alto,2021,3050000,34153,Dealer,Petrol,Manual,,320000
Mahindra KUV,2022,1515000,50000,Individual,Petrol,Manual,,390000
Volkswagen Polo,2015,1250000,45000,Dealer,Petrol,Automatic,,665000
Maruti Wagon R,2022,2310000,48000,Dealer,Petrol,Manual,,235000
Mercedes-Benz E-Class,2004,625000,70001,Dealer,Diesel,Automatic,,2025000
Tata Tigor,2002,1320000,60000,Individual,Petrol,Manual,,550000
Maruti Swift,2019,2240000,78000,Dealer,Petrol,Manual,,450000
Toyota Camry,2011,4000000,138000,Dealer,Petrol,Automatic,,400000
Honda CR-V,2015,295000,84000,Dealer,Petrol,Automatic,,1350000
Toyota Innova,2022,480000,27000,Dealer,Diesel,Automatic,,1800000
Hyundai Verna,2000,2225000,51000,Dealer,Diesel,Manual,,625000
Maruti Ertiga,2019,1900000,62000,Dealer,CNG,Manual,,650000
Hyundai i20,2017,1700000,62000,Dealer,Diesel,Manual,,430000
Honda City,2022,1000000,120000,Individual,Petrol,Manual,,235000
Toyota Innova,2022,2435000,165999,Dealer,Diesel,Manual,,461000
Hyundai i20,2022,420000,24600,Dealer,Petrol,Manual,,330000
Maruti Baleno,2021,2000000,17947,Dealer,Petrol,Automatic,,825000
Maruti Swift Dzire,2017,485000,29000,Dealer,Petrol,Automatic,,630000
Maruti Wagon R,2015,6000000,60000,Individual,Petrol,Manual,,260000
Mercedes-Benz C-Class,2003,3550000,71000,Dealer,Diesel,Automatic,,1185000
Hyundai Creta,2020,2250000,67000,Dealer,Diesel,Automatic,,1059000
Maruti Wagon R,2021,1525000,62500,Dealer,Petrol,Manual,,300000
Hyundai Santro,2012,4150000,4700,Individual,Petrol,Automatic,,550000
Maruti Swift Dzire,2012,3860000,27000,Dealer,Diesel,Automatic,,725000
Ford Figo,2015,935000,46573,Dealer,Petrol,Manual,,269000
Maruti Ertiga,2013,1150000,68500,Dealer,Petrol,Automatic,,765000
Maruti Swift Dzire,2018,950000,70000,Dealer,Diesel,Manual,,485000
Tata Tigor,2015,1325000,24900,Dealer,Diesel,Manual,,675000
Hyundai Grand,2020,440000,20000,Dealer,Petrol,Manual,,510000
Honda City,2020,1635000,70000,Individual,Petrol,Manual,,350000
Maruti Swift,2008,3250000,79000,Dealer,Diesel,Manual,,448000
Tata Tiago,2006,1300000,20000,Individual,Petrol,Manual,,490000
Maruti Alto,2009,2350000,90000,Individual,Petrol,Manual,,255000
Maruti Swift,2008,1250000,36000,Dealer,Petrol,Manual,,575000
Mahindra XUV500,2021,760000,72125,Individual,Diesel,Manual,,800000
Mahindra Bolero,2023,1650000,80000,Individual,Diesel,Manual,,700000
Mercedes-Benz E-Class,2018,1795000,85250,Dealer,Petrol,Automatic,,499000
Maruti Wagon R,2019,1200000,55149,Dealer,Petrol,Manual,,311000
Volkswagen Polo,2018,950000,22000,Dealer,Petrol,Automatic,,760000
Skoda Octavia,2018,980000,110000,Individual,Petrol,Automatic,,990000
Toyota Innova,2023,1475000,68900,Dealer,Diesel,Manual,,665000
Maruti Ciaz,2019,805000,27400,Dealer,Petrol,Manual,,655000
Mercedes-Benz C-Class,2015,3250000,67900,Dealer,Diesel,Automatic,,950000
Mercedes-Benz S-Class,2018,850000,41000,Dealer,Petrol,Automatic,,11000000
Maruti Swift Dzire,2023,1280000,30000,Individual,Petrol,Manual,,600000
Honda City,2007,4000000,57000,Dealer,Petrol,Manual,,725000
Maruti Swift Dzire,2013,2650000,70000,Individual,Petrol,Manual,,550000
Maruti Celerio,2020,2475000,66000,Individual,CNG,Manual,,450000
Honda Amaze,2019,975000,65445,Trustmark Dealer,Petrol,Manual,,499000
Tata Tiago,2023,2100000,42000,Dealer,Diesel,Manual,,495000
Honda Amaze,2023,1275000,31497,Dealer,Petrol,Manual,,393000
Maruti Baleno,2005,2100000,26600,Dealer,Petrol,Manual,,665000
Hyundai i20,2021,2400000,5000,Individual,Petrol,Manual,,710000
Ford Endeavour,2017,1620000,40000,Dealer,Diesel,Automatic,,2850000
Renault KWID,2012,530000,10000,Dealer,Petrol,Manual,,385000
Hyundai i20,2015,1995000,62000,Dealer,Diesel,Manual,,425000
Hyundai Grand,2020,1825000,42845,Dealer,Petrol,Manual,,438000
Maruti Swift Dzire,2022,2200000,115000,Individual,CNG,Manual,,450000
Maruti Vitara,2022,1520000,29000,Dealer,Diesel,Automatic,,1055000
Toyota Innova,2020,1200000,191876,Dealer,Diesel,Manual,,670000
Maruti Swift,2018,2925000,110000,Individual,Diesel,Manual,,500000
Maruti Alto,2013,22500000,69000,Dealer,Petrol,Manual,,140000
Hyundai i10,2013,9200000,24600,Individual,Petrol,Manual,,240000
Maruti Baleno,2016,418000,34428,Dealer,Petrol,Manual,,625000
Maruti Baleno,2020,499000,49551,Dealer,Petrol,Manual,,620000
Hyundai i10,2023,1100000,57800,Dealer,Petrol,Manual,,255000
Honda City,2020,1630000,44897,Dealer,Petrol,Automatic,,850000
Maruti Swift Dzire,2017,1485000,35000,Individual,Diesel,Manual,,800000
Toyota Innova,2021,3350000,55000,Dealer,Diesel,Automatic,,1755000
BMW 6,2021,1850000,34000,Dealer,Diesel,Automatic,,3499000
Tata Tiago,2008,1050000,35000,Individual,Diesel,Manual,,550000
Maruti Ertiga,2022,1570000,73000,Dealer,Diesel,Manual,,665000
Mahindra Scorpio,2014,2165000,105000,Individual,Diesel,Manual,,460000
Hyundai Elantra,2013,820000,55000,Dealer,Diesel,Automatic,,1500000
Maruti Baleno,2019,3625000,43000,Individual,Petrol,Manual,,700000
Jaguar XF,2020,4900000,34600,Dealer,Diesel,Automatic,,2545000
Maruti Swift,2018,2675000,20000,Individual,Diesel,Manual,,790000
Volkswagen Vento,2022,2100000,70000,Individual,Diesel,Manual,,280000
Maruti Wagon R,2001,1620000,51000,Dealer,CNG,Manual,,375000
Hyundai i20,2014,2500000,27884,Dealer,Petrol,Manual,,629000
Hyundai i20,2023,550000,37000,Dealer,Diesel,Manual,,680000
Toyota Innova,2016,900000,500000,Individual,Diesel,Manual,,650000
Toyota Innova,2010,1325000,51000,Dealer,Diesel,Automatic,,1775000
Maruti Swift Dzire,2019,1550000,104000,Dealer,Diesel,Manual,,395000
Toyota Innova,2023,1350000,110000,Dealer,Diesel,Manual,,1700000
Maruti Wagon R,2014,2200000,57000,Dealer,Petrol,Manual,,211000
Renault Duster,2015,2550000,100000,Individual,Diesel,Manual,,400000
Toyota Fortuner,2017,4500000,74000,Dealer,Diesel,Manual,,1050000
Toyota Innova,2019,12800000,109000,Dealer,Diesel,Manual,,1575000
Hyundai Grand,2023,1050000,82530,Dealer,Petrol,Manual,,490000
Hyundai i20,2017,1475000,23000,Dealer,Petrol,Manual,,340000
Maruti Alto,2015,220000,7602,Dealer,Petrol,Automatic,,425000
Maruti Vitara,2005,2570000,77665,Dealer,Diesel,Manual,,850000
Mahindra Thar,2013,1890000,11000,Dealer,Diesel,Manual,,771000
Hyundai Santro,2023,1920000,35000,Dealer,LPG,Manual,,230000
Audi Q7,2019,510000,72000,Dealer,Diesel,Automatic,,2900000
Toyota Innova,2017,2470000,108800,Dealer,Diesel,Manual,,595000
Maruti Alto,2018,360000,30000,Dealer,Petrol,Manual,,175000
Volkswagen Polo,2019,650000,38000,Dealer,Diesel,Manual,,295000
Maruti Swift Dzire,2017,2335000,86000,Dealer,Diesel,Manual,,675000
Hyundai Verna,2012,900000,18000,Dealer,Diesel,Manual,,1150000
Volkswagen Polo,2010,540000,27000,Dealer,Petrol,Automatic,,875000
MG Hector,2016,1350000,9293,Dealer,Petrol,Automatic,,1630000
Mercedes-Benz S-Class,2019,5990000,90000,Dealer,Diesel,Automatic,,1839000
Maruti Ertiga,2015,23000000,65000,Dealer,CNG,Manual,,740000
Volkswagen Polo,2018,2475000,65817,Dealer,Diesel,Manual,,580000
Maruti Wagon R,2015,3585000,50287,Dealer,Petrol,Manual,,360000
Hyundai Creta,2014,7800000,25000,Individual,Diesel,Manual,,1500000
Jaguar XF,2013,22000000,28000,Dealer,Diesel,Automatic,,2400000
Maruti Eeco,2018,1980000,40000,Individual,CNG,Manual,,190000
Jaguar XF,2023,4050000,33500,Dealer,Diesel,Automatic,,1895000
Hyundai i20,1996,6150000,75000,Individual,Petrol,Manual,,525000
Mercedes-Benz E-Class,2014,1020000,26000,Dealer,Petrol,Automatic,,4150000
Hyundai i20,2010,670000,130000,Individual,Diesel,Manual,,400000
Renault KWID,2011,1480000,54000,Dealer,Petrol,Automatic,,345000
Mahindra Marazzo,2020,1850000,40000,Dealer,Diesel,Manual,,1055000
Maruti Alto,2022,615000,9210,Dealer,Petrol,Manual,,310000
Maruti Swift Dzire,2011,1300000,20699,Dealer,Diesel,Manual,,475000
Maruti Ignis,2008,2650000,25000,Individual,Petrol,Manual,,576000
Maruti Celerio,2010,1675000,18000,Dealer,Petrol,Manual,,445000
Mahindra Bolero,2014,3250000,120000,Individual,Diesel,Manual,,100000
Volkswagen Polo,2018,700000,70000,Dealer,Petrol,Manual,,460000
Maruti Wagon R,2018,1950000,101200,Dealer,Petrol,Manual,,380000
Mahindra Scorpio,2019,1025000,35000,Dealer,Diesel,Manual,,1150000
Toyota Fortuner,2003,10700000,80000,Dealer,Diesel,Automatic,,1500000
Hyundai i20,2020,12200000,42000,Dealer,Petrol,Manual,,499000
Maruti Alto,2011,15200000,50000,Individual,Petrol,Manual,,140000
Ford Figo,2009,4200000,55500,Dealer,Diesel,Manual,,275000
Mercedes-Benz GL-Class,2014,1060000,38000,Dealer,Diesel,Automatic,,3675000
Honda City,2021,2065000,177000,Dealer,Petrol,Manual,,100000
Toyota Fortuner,2012,1575000,67400,Dealer,Diesel,Automatic,,1795000
Skoda Rapid,2013,600000,29000,Dealer,Petrol,Manual,,490000
Maruti Ciaz,2007,1550000,94400,Individual,Diesel,Manual,,595000
Datsun RediGO,2019,2050000,15000,Individual,Petrol,Manual,,340000
Volkswagen Polo,2012,625000,30000,Dealer,Petrol,Manual,,530000
Hyundai Grand,2016,1550000,15914,Dealer,Petrol,Manual,,510000
Mahindra XUV500,2017,290000,72000,Dealer,Diesel,Manual,,880000
Maruti Eeco,2016,1450000,60200,Dealer,CNG,Manual,,385000
Hyundai Verna,2017,1050000,32472,Dealer,Petrol,Manual,,448000
Honda City,2015,11800000,57116,Dealer,Petrol,Manual,,665000
Jeep Compass,2014,2700000,20000,Dealer,Diesel,Manual,,800000
Hyundai Venue,2022,1390000,3200,Dealer,Petrol,Automatic,,1240000
Volkswagen Polo,2014,3400000,15000,Individual,Petrol,Manual,,595000
Hyundai Venue,2017,2375000,16000,Dealer,Petrol,Manual,,975000
Hyundai Elantra,2022,1890000,80000,Dealer,Diesel,Manual,,700000
Toyota Innova,2014,2995000,125000,Individual,Diesel,Manual,,450000
Hyundai Verna,2007,2550000,6500,Individual,Petrol,Manual,,1035000
Hyundai i20,2015,6500000,7268,Trustmark Dealer,Petrol,Manual,,445000
Maruti Ertiga,2021,1650000,41000,Dealer,Petrol,Manual,,585000
Mercedes-Benz S-Class,2021,2900000,50312,Dealer,Diesel,Automatic,,1455000
Renault KWID,2015,550000,37250,Dealer,Petrol,Manual,,325000
Honda Civic,2002,1985000,61000,Dealer,Petrol,Manual,,245000
Toyota Camry,2015,1025000,49500,Dealer,Electric,Automatic,,1850000
Maruti Ertiga,2019,2100000,76000,Dealer,Diesel,Manual,,770000
Hyundai Grand,2010,900000,21000,Dealer,Petrol,Manual,,480000
Volkswagen Polo,2015,625000,60000,Individual,Petrol,Manual,,350000
Hyundai Verna,2016,700000,23150,Dealer,Diesel,Automatic,,1385000
BMW 5,2015,610000,41265,Dealer,Diesel,Automatic,,2799000
Honda City,2016,1790000,66996,Dealer,Petrol,Manual,,675000
Maruti Alto,2009,1170000,13000,Individual,Petrol,Manual,,299000
Maruti Baleno,2020,465000,17865,Dealer,Petrol,Manual,,677000
Maruti Vitara,2017,2300000,67000,Dealer,Diesel,Manual,,800000
Maruti Ertiga,2020,3500000,65000,Dealer,Diesel,Manual,,1000000
Tata Nexon,2001,2875000,12000,Dealer,Diesel,Manual,,885000
Renault Duster,2022,1820000,67647,Dealer,Diesel,Manual,,575000
Hyundai Grand,2018,1750000,36643,Dealer,Diesel,Manual,,555000
Maruti Wagon R,2016,2850000,7800,Dealer,Petrol,Manual,,545000
Hyundai i20,2003,1750000,70000,Dealer,Petrol,Manual,,410000
Honda City,2022,4500000,117000,Dealer,Diesel,Manual,,691000
Honda City,2021,6000000,39000,Dealer,Diesel,Manual,,725000
Maruti Baleno,2015,2750000,9600,Dealer,Petrol,Automatic,,825000
Mahindra XUV500,2015,8100000,76000,Dealer,Diesel,Manual,,776000
Maruti Swift Dzire,2022,795000,81000,Dealer,Petrol,Manual,,625000
Maruti Swift Dzire,2003,4050000,35000,Dealer,Petrol,Manual,,350000
Maruti Ciaz,2020,2375000,49411,Individual,Diesel,Manual,,731000
Hyundai Santro,2014,870000,20660,Dealer,CNG,Manual,,565000
Volkswagen Polo,2019,1175000,51200,Dealer,Diesel,Manual,,535000
Maruti Alto,2015,1340000,23774,Dealer,Petrol,Manual,,335000
Hyundai Verna,2008,2600000,51000,Dealer,Diesel,Automatic,,550000
Maruti Ciaz,2023,1650000,86000,Dealer,Diesel,Manual,,680000
Maruti Alto,2023,1200000,38643,Dealer,Petrol,Manual,,180000
Mahindra KUV,1993,1325000,42800,Dealer,Diesel,Manual,,485000
Maruti Baleno,2020,1050000,26251,Dealer,Petrol,Manual,,662000
Mahindra KUV,2023,650000,11800,Dealer,Diesel,Manual,,450000
Maruti Wagon R,2005,780000,70000,Individual,Petrol,Manual,,150000
Hyundai Verna,2021,835000,22000,Dealer,Diesel,Automatic,,1375000
Tata Nexon,2009,1395000,21000,Dealer,Diesel,Automatic,,960000
BMW 5,2017,540000,6000,Dealer,Diesel,Automatic,,5700000
Maruti Alto,2017,850000,53000,Dealer,Petrol,Manual,,235000
Ford Figo,2022,2900000,35000,Dealer,Petrol,Manual,,245000
Skoda Superb,2023,3500000,97000,Dealer,Diesel,Automatic,,699000
Mahindra XUV500,2022,1975000,43000,Dealer,Diesel,Manual,,849000
Maruti Alto,2010,4600000,120000,Individual,Petrol,Manual,,140000
Toyota Innova,2021,2430000,62000,Dealer,Diesel,Automatic,,1600000
Renault Duster,1997,3525000,39000,Dealer,Diesel,Manual,,450000
Volkswagen Vento,2014,11500000,100000,Individual,Diesel,Manual,,590000
Maruti Swift Dzire,2023,890000,30000,Individual,Diesel,Manual,,775000
Hyundai i20,2016,4100000,100000,Individual,Petrol,Manual,,310000
Hyundai Verna,2019,3475000,54000,Dealer,Diesel,Manual,,435000
Maruti Wagon R,2019,5500000,18000,Dealer,Petrol,Automatic,,475000
Maruti Vitara,2016,860000,100000,Individual,Diesel,Manual,,800000
Mahindra Scorpio,2019,2200000,60000,Individual,Diesel,Manual,,851000
Honda Civic,2002,945000,12000,Dealer,Petrol,Automatic,,2050000
Hyundai Grand,2014,525000,75000,Dealer,Petrol,Manual,,415000
Hyundai Verna,2020,2235000,49000,Dealer,Diesel,Automatic,,1120000
Maruti Wagon R,2016,1850000,120000,Individual,CNG,Manual,,200000
Hyundai i10,2014,680000,73000,Dealer,Petrol,Manual,,345000
Honda Jazz,2011,465000,15000,Dealer,Petrol,Automatic,,725000
Honda Amaze,2003,1650000,29500,Dealer,Diesel,Manual,,450000
Hyundai Creta,2019,650000,25451,Trustmark Dealer,Petrol,Automatic,,1039000
Honda Amaze,2019,17200000,45000,Dealer,Petrol,Manual,,350000
Skoda Superb,2020,13600000,61000,Dealer,Petrol,Manual,,375000
Maruti Alto,2010,37500000,28000,Dealer,Petrol,Automatic,,350000
Honda Jazz,2018,5200000,15000,Dealer,Petrol,Manual,,561000
Maruti Alto,2014,4900000,26000,Dealer,CNG,Manual,,280000
Toyota Innova,2014,3900000,52000,Dealer,Diesel,Manual,,1650000
Maruti Celerio,2017,650000,43782,Dealer,Petrol,Manual,,425000
Toyota Innova,2023,5300000,80000,Dealer,Diesel,Automatic,,1825000
Maruti Ertiga,2011,525000,56000,Dealer,Diesel,Manual,,825000
Maruti Wagon R,2020,1485000,15000,Individual,Petrol,Automatic,,505000
Honda City,2016,1490000,85000,Dealer,Petrol,Manual,,175000
Maruti Ertiga,2020,2525000,60000,Dealer,Diesel,Manual,,855000
Hyundai Verna,2020,2900000,63000,Dealer,Diesel,Automatic,,751000
Toyota Camry,2023,1330000,119851,Dealer,Petrol,Automatic,,1250000
Maruti Baleno,2022,1200000,30000,Individual,Petrol,Manual,,490000
Honda Jazz,2017,725000,82503,Dealer,Diesel,Manual,,611000
Ford Figo,2017,1050000,34000,Dealer,Petrol,Manual,,295000
Honda Jazz,2016,1150000,39000,Dealer,Diesel,Manual,,485000
Maruti Swift,2021,2570000,54000,Individual,Diesel,Manual,,685000
Toyota Innova,2015,2700000,42000,Dealer,Diesel,Automatic,,2090000
Volkswagen Vento,2016,1955000,45260,Dealer,Petrol,Automatic,,499000
Maruti Vitara,2003,200000,110000,Dealer,Diesel,Manual,,710000
Renault Duster,2008,650000,79600,Dealer,Diesel,Manual,,550000
Maruti Ertiga,2019,730000,31000,Dealer,CNG,Manual,,685000
Maruti Ciaz,2008,2285000,27001,Dealer,Petrol,Automatic,,845000
Honda City,2014,1775000,67500,Dealer,Petrol,Automatic,,290000
Volkswagen Polo,2023,34000000,22500,Dealer,Petrol,Automatic,,680000
Hyundai Verna,2008,560000,50000,Individual,Diesel,Manual,,1100000
Maruti Ignis,2018,1450000,80000,Individual,Diesel,Manual,,480000
Renault Duster,2014,39000000,50000,Individual,Diesel,Manual,,850000
Maruti Wagon R,2023,42500000,34000,Dealer,Petrol,Manual,,325000
Toyota Innova,2008,1550000,79000,Dealer,Diesel,Manual,,1140000
Hyundai Grand,2011,7300000,47500,Dealer,Petrol,Manual,,450000
Hyundai i20,2018,2725000,25000,Individual,Diesel,Manual,,850000
Maruti Alto,2001,600000,60000,Individual,Petrol,Manual,,180000
Mahindra Bolero,2023,1950000,31000,Dealer,Diesel,Manual,,448000
Maruti Swift Dzire,2013,1425000,90000,Dealer,Diesel,Manual,,580000
Maruti Wagon R,2007,1250000,48000,Dealer,CNG,Manual,,325000
BMW X1,2022,1570000,14000,Dealer,Diesel,Automatic,,2850000
Mahindra XUV500,2008,1075000,60000,Individual,Diesel,Manual,,1000000
Maruti Alto,2021,975000,69000,Dealer,Petrol,Manual,,150000
Mercedes-Benz C-Class,2017,1360000,7000,Dealer,Diesel,Automatic,,3800000
BMW 5,2021,575000,30000,Dealer,Petrol,Automatic,,3000000
Maruti Ertiga,2016,1565000,68880,Dealer,Diesel,Manual,,645000
Mahindra Bolero,2023,825000,43214,Dealer,Diesel,Manual,,755000
Maruti Ciaz,2020,2250000,59000,Dealer,Petrol,Automatic,,690000
BMW 3,2010,550000,55000,Dealer,Diesel,Automatic,,1685000
Renault Duster,2018,2350000,47000,Dealer,Diesel,Manual,,625000
Ford Ecosport,1995,7150000,71893,Dealer,Diesel,Manual,,611000
Mahindra KUV100,2017,1690000,15000,Individual,Petrol,Manual,,570000
Volkswagen Vento,2018,15500000,48000,Dealer,Diesel,Manual,,699000
Toyota Innova,2015,1375000,80000,Individual,Diesel,Manual,,750000
Volkswagen Vento,2012,580000,51500,Dealer,Petrol,Automatic,,475000
Maruti Alto,2012,3675000,65000,Dealer,Petrol,Manual,,285000
Renault Duster,2001,730000,38900,Individual,Diesel,Manual,,500000
